发展	FA_T1 ZHAN_T3
深圳宝安国际机场	SHEN_T1 ZHEN_T4 BAO_T3 AN_T1 GUO_T2 JI_T4 JI_T1 CHANG_T3
上甘岭	SHANG_T4 GAN_T1 LING_T3
万载县	
罗山县	
郯城县	TAN_T2 CHENG_T2 XIAN_T4
珙县	GONG_T3 XIAN_T4
修武县	XIU_T1 WU_T3 XIAN_T4
无极县	
青县	QING_T1 XIAN_T4
嘉陵区	
贝拉	BEI_T4 LA_T1
灵山镇	
金沙县	
静乐县	
范县	FAN_T4 XIAN_T4
源城区	
三江镇	
镇巴县	
柯城区	
郓城县	YUN_T4 CHENG_T2 XIAN_T4
布里斯托尔	BU_T4 LI_T3 SI_T1 TUO_T1 ER_T3
镇海区	
龙潭村	LONG_T2 TAN_T2 CUN_T1
祖庙街道	
平罗县	
港口镇	
焉耆	YAN_T1 QI_T2
阿巴	A_T1 BA_T1
铜陵县	TONG_T2 LING_T2 XIAN_T4
莱索托	LAI_T2 SUO_T3 TUO_T1
长葛	CHANG_T2 GE_T3
城郊乡	
邢台县	
东湖街道	
宜州	YI_T2 ZHOU_T1
台湖镇	
长子县	
右玉县	YOU_T4 YU_T4 XIAN_T4
蕲春县	QI_T2 CHUN_T1 XIAN_T4
宁津	NING_T2 JIN_T1
襄城	XIANG_T1 CHENG_T2
松北区	
岐山县	QI_T2 SHAN_T1 XIAN_T4
旌阳区	
威宁彝族回族苗族自治县	
通川区	
龙塘镇	
巨野县	JU_T4 YE_T3 XIAN_T4
海港区	
北安	BEI_T3 AN_T1
阿城	A_T1 CHENG_T2
阳朔县	YANG_T2 SHUO_T4 XIAN_T4
浦江镇	
道孚县	
曲水	QU_T1 SHUI_T3;QU_T2 SHUI_T3
章贡区	
丰都县	
泰宁县	
横栏镇	
长海	CHANG_T2 HAI_T3
哥德堡	GE_T1 DE_T2 BAO_T3;GE_T1 DE_T2 PU_T4
金泽	JIN_T1 ZE_T2
大同县	
沁水县	
涿鹿	ZHUO_T1 LU_T4
民众镇	
翼城县	YI_T4 CHENG_T2 XIAN_T4
瓦房店	WA_T3 FANG_T2 DIAN_T4
香坊区	
浑源县	
芜湖县	WU_T2 HU_T2 XIAN_T4
武宁县	
宋庄镇	
洪泽县	HONG_T2 ZE_T2 XIAN_T4
康县	KANG_T1 XIAN_T4
紫阳县	ZI_T3 YANG_T2 XIAN_T4
芙蓉镇	FU_T2 RONG_T2 ZHEN_T4
二道区	
格陵兰	GE_T2 LING_T2 LAN_T2
缙云县	JIN_T4 YUN_T2 XIAN_T4
茂南区	
宁南县	
乌苏里江	WU_T1 SU_T1 LI_T3 JIANG_T1
周村区	
盐源县	
兴和	XING_T1 HE_T2
沁水	QIN_T4 SHUI_T3
朝阳村	
樟木镇	
确山县	QUE_T4 SHAN_T1 XIAN_T4
高崎	GAO_T1 QI_T2
虹桥镇	
信丰县	XIN_T4 FENG_T1 XIAN_T4
高唐县	GAO_T1 TANG_T2 XIAN_T4
崇礼县	CHONG_T2 LI_T3 XIAN_T4
双阳	SHUANG_T1 YANG_T2
龙湖区	
新圩镇	
汝阳县	RU_T3 YANG_T2 XIAN_T4
莒南县	
灵石县	
封丘县	FENG_T1 QIU_T1 XIAN_T4
郾城区	
圣诞岛	SHENG_T4 DAN_T4 DAO_T3
全椒县	QUAN_T2 JIAO_T1 XIAN_T4
润州区	
泰和县	
拉巴特	LA_T1 BA_T1 TE_T4
富宁	FU_T4 NING_T2
张庄村	ZHANG_T1 ZHUANG_T1 CUN_T1
永泰县	YONG_T3 TAI_T4 XIAN_T4
江川	JIANG_T1 CHUAN_T1
狮岭镇	
马桥镇	
太白县	TAI_T4 BAI_T2 XIAN_T4
庐山区	
富宁县	
崇义	CHONG_T2 YI_T4
平和县	
温泉县	WEN_T1 QUAN_T2 XIAN_T4
望江县	WANG_T4 JIANG_T1 XIAN_T4
张村	ZHANG_T1 CUN_T1
东沙群岛	DONG_T1 SHA_T1 QUN_T2 DAO_T3
星子县	
绛县	JIANG_T4 XIAN_T4
旬邑县	XUN_T2 YI_T4 XIAN_T4
新龙	XIN_T1 LONG_T2
望牛墩镇	
曲沃县	
龙潭镇	
龙文	LONG_T2 WEN_T2
邱县	QIU_T1 XIAN_T4
雷波	LEI_T2 BO_T1
松阳县	SONG_T1 YANG_T2 XIAN_T4
昭觉县	
泸定县	LU_T2 DING_T4 XIAN_T4
曲阳县	
东昌府区	
泸西县	
闽清县	MIN_T3 QING_T1 XIAN_T4
子长县	
格林纳达	GE_T2 LIN_T2 NA_T4 DA_T2
薛城区	
鼎湖	DING_T3 HU_T2
常山县	CHANG_T2 SHAN_T1 XIAN_T4
黔西南布依族苗族自治州	
库克群岛	KU_T4 KE_T4 QUN_T2 DAO_T3
隆昌县	
睢县	SUI_T1 XIAN_T4
黄岩区	
涠洲岛	WEI_T2 ZHOU_T1 DAO_T3
甘谷县	
南口镇	
宁阳县	
白马镇	
九原区	
海州	HAI_T3 ZHOU_T1
漳平	ZHANG_T1 PING_T2
绥江	SUI_T2 JIANG_T1
元氏县	
浚县	JUN_T4 XIAN_T4
宜丰县	
新桥村	XIN_T1 QIAO_T2 CUN_T1
修文县	XIU_T1 WEN_T2 XIAN_T4
长阳镇	
阳谷县	
团风县	TUAN_T2 FENG_T1 XIAN_T4
麦纳麦	
松山区	
德江	DE_T2 JIANG_T1
滦平县	LUAN_T2 PING_T2 XIAN_T4
静宁县	
西南街道	
石泉县	
龙游县	
武都区	
通渭县	
延津县	YAN_T2 JIN_T1 XIAN_T4
雷波县	LEI_T2 BO_T1 XIAN_T4
潼关县	TONG_T2 GUAN_T1 XIAN_T4
扎兰屯	ZHA_T1 LAN_T2 TUN_T2
南郑县	
阜城县	FU_T4 CHENG_T2 XIAN_T4
湟中县	
洱源县	ER_T3 YUAN_T2 XIAN_T4
南澳县	
宁津县	
沙市区	
永寿	YONG_T3 SHOU_T4
金安	JIN_T1 AN_T1
抚宁县	
永春县	YONG_T3 CHUN_T1 XIAN_T4
水头镇	
明光市	
石角镇	
米沙子镇	
志丹县	ZHI_T4 DAN_T1 XIAN_T4
蓬安县	PENG_T2 AN_T1 XIAN_T4
鄂城区	
旧城镇	
交城县	JIAO_T1 CHENG_T2 XIAN_T4
水口镇	
河口镇	
承德县	
珠山镇	
金东区	
沾益县	ZHAN_T1 YI_T4 XIAN_T4
灵山县	
云梦县	YUN_T2 MENG_T4 XIAN_T4
南康	NAN_T2 KANG_T1
沽源县	GU_T1 YUAN_T2 XIAN_T4
贵定县	GUI_T4 DING_T4 XIAN_T4
安提瓜和巴布达	AN_T1 TI_T2 GUA_T1 HE_T2 BA_T1 BU_T4 DA_T2
洛川县	LUO_T4 CHUAN_T1 XIAN_T4
东坑镇	
陵县	LING_T2 XIAN_T4
子洲县	
蓬溪县	PENG_T2 XI_T1 XIAN_T4
长武县	
吴兴区	
勐海县	MENG_T3 HAI_T3 XIAN_T4
山亭区	
鳌头镇	
石滩镇	
洪梅镇	
勐腊县	
修文	XIU_T1 WEN_T2
信义区	
澄江	CHENG_T2 JIANG_T1
保亭黎族苗族自治县	BAO_T3 TING_T2 LI_T2 ZU_T2 MIAO_T2 ZU_T2 ZI_T4 ZHI_T4 XIAN_T4
上林	SHANG_T4 LIN_T2
江城区	
澄城县	
彰化市	
普安	PU_T3 AN_T1
云和县	
拉巴斯	LA_T1 BA_T1 SI_T1
青阳县	QING_T1 YANG_T2 XIAN_T4
良种场	
尚志	SHANG_T4 ZHI_T4
桐梓县	TONG_T2 ZI_T3 XIAN_T4
海南藏族自治州	
秦安县	QIN_T2 AN_T1 XIAN_T4
敖汉旗	AO_T2 HAN_T4 QI_T2
小河镇	
凉城	LIANG_T2 CHENG_T2
阳高县	YANG_T2 GAO_T1 XIAN_T4
咸安区	
西秀区	
盐池县	
高县	GAO_T1 XIAN_T4
官渡镇	
南汇区	
兴隆县	
任丘	REN_T2 QIU_T1
石台县	
上饶县	
圣约翰	SHENG_T4 YUE_T1 HAN_T4
东营区	
平桥区	
杨家村	
山阴县	SHAN_T1 YIN_T1 XIAN_T4
孝南区	
东凤镇	
乌审旗	WU_T1 SHEN_T3 QI_T2
麻阳苗族自治县	
大涌镇	
晋城镇	
天柱	TIAN_T1 ZHU_T4
杨村	YANG_T2 CUN_T1
馆陶县	
定日县	
临朐县	LIN_T2 QU_T2 XIAN_T4
东风村	DONG_T1 FENG_T1 CUN_T1
临邑县	LIN_T2 YI_T4 XIAN_T4
博爱县	BO_T2 AI_T4 XIAN_T4
澜沧	LAN_T2 CANG_T1
花山镇	
乾安县	
中和镇	
寿宁县	
春华镇	
察布查尔锡伯自治县	
汝南县	
洞头县	
平舆县	PING_T2 YU_T2 XIAN_T4
牙克石	YA_T2 KE_T4 SHI_T2
陆川县	
广陵区	
安义县	
繁峙县	
襄垣县	XIANG_T1 YUAN_T2 XIAN_T4
墨脱县	
城厢镇	
黎平县	LI_T2 PING_T2 XIAN_T4
河曲	HE_T2 QU_T1;HE_T2 QU_T3
圣马力诺	SHENG_T4 MA_T3 LI_T4 NUO_T4
塔河	TA_T3 HE_T2
庆安县	QING_T4 AN_T1 XIAN_T4
江陵县	JIANG_T1 LING_T2 XIAN_T4
果洛藏族自治州	
三都镇	
花溪区	
马村	MA_T3 CUN_T1
永清县	YONG_T3 QING_T1 XIAN_T4
抚松县	FU_T3 SONG_T1 XIAN_T4
渭滨区	
沧县	CANG_T1 XIAN_T4
塔尔图斯	
瓜州县	GUA_T1 ZHOU_T1 XIAN_T4
石渠	SHI_T2 QU_T2
老城镇	
大武口区	
新街口街道	
大丰镇	
合山	HE_T2 SHAN_T1
山丹县	SHAN_T1 DAN_T1 XIAN_T4
犍为县	
宜黄县	
榆林子镇	
龙潭街道	
罗东	LUO_T2 DONG_T1
丘北县	QIU_T1 BEI_T3 XIAN_T4
石楼	SHI_T2 LOU_T2
海州区	
平鲁区	
文明镇	
禄丰县	LU_T4 FENG_T1 XIAN_T4
垣曲县	
蔚山	WEI_T4 SHAN_T1
华蓥	HUA_T4 YING_T2;HUA_T2 YING_T2
朝天区	
芮城县	RUI_T4 CHENG_T2 XIAN_T4
河北镇	
湄潭县	MEI_T2 TAN_T2 XIAN_T4
庆元县	QING_T4 YUAN_T2 XIAN_T4
闻喜县	WEN_T2 XI_T3 XIAN_T4
路口镇	
德山	DE_T2 SHAN_T1
定海区	
板桥村	BAN_T3 QIAO_T2 CUN_T1
永平镇	
麻章区	
琅琊	LANG_T2 YA_T2
东海镇	
分宜县	
献县	XIAN_T4 XIAN_T4
资源县	ZI_T1 YUAN_T2 XIAN_T4
景谷傣族彝族自治县	
南谯区	
海北藏族自治州	
中宁县	
平川区	
东宝区	
张家村	
苍梧	CANG_T1 WU_T2
汾西县	
扶余	FU_T2 YU_T2
屏南县	
雅尔塔	YA_T2 ER_T2 TA_T3;YA_T3 ER_T3 TA_T3
相城	XIANG_T1 CHENG_T2
建平	JIAN_T4 PING_T2
阿什哈巴德	
吉木乃县	
嘉鱼县	JIA_T1 YU_T2 XIAN_T4
西湖街道	
和布克赛尔蒙古自治县	
科克	KE_T1 KE_T4
襄垣	XIANG_T1 YUAN_T2
开原	KAI_T1 YUAN_T2
南郊区	
永新县	YONG_T3 XIN_T1 XIAN_T4
金塔县	
南丰镇	
擂鼓镇	
东涌镇	
云城区	
龙陵县	LONG_T2 LING_T2 XIAN_T4
资中县	
南头镇	
雷克雅未克	LEI_T2 KE_T4 YA_T3 WEI_T4 KE_T4
衢江区	
吉安县	
淳化县	
施甸县	SHI_T1 DIAN_T4 XIAN_T4
官庄镇	
达坂城区	
佛坪县	
武定	WU_T3 DING_T4
阳东县	YANG_T2 DONG_T1 XIAN_T4
孟菲斯	MENG_T4 FEI_T1 SI_T1
武城县	WU_T3 CHENG_T2 XIAN_T4
荆州区	
恒山	HENG_T2 SHAN_T1
庆云	QING_T4 YUN_T2
工业新区	
高台县	
东兰县	DONG_T1 LAN_T2 XIAN_T4
正蓝旗	ZHENG_T4 LAN_T2 QI_T2
伊犁河	YI_T1 LI_T2 HE_T2
武鸣县	WU_T3 MING_T2 XIAN_T4
柯坪县	KE_T1 PING_T2 XIAN_T4
息县	XI_T1 XIAN_T4
铜鼓县	
船营区	
棠下镇	
台东市	
盐边县	
武强	WU_T3 QIANG_T2
杭锦旗	HANG_T2 JIN_T3 QI_T2
斯旺西	SI_T1 WANG_T4 XI_T1
余庆县	YU_T2 QING_T4 XIAN_T4
金盏乡	
民乐县	
南丹县	
红原县	
安新县	AN_T1 XIN_T1 XIAN_T4
高邑县	GAO_T1 YI_T4 XIAN_T4
钟楼区	
游仙区	
玉山县	YU_T4 SHAN_T1 XIAN_T4
广德县	
方山县	FANG_T1 SHAN_T1 XIAN_T4
南特	NAN_T2 TE_T4
中兴镇	
北戴河区	
茌平县	CHI_T2 PING_T2 XIAN_T4
梁子湖区	
鹤庆县	HE_T4 QING_T4 XIAN_T4
蠡县	LI_T3 XIAN_T4
藤县	TENG_T2 XIAN_T4
淇县	QI_T2 XIAN_T4
秀屿区	
镇坪县	
长阳土家族自治县	
郎溪县	
贺兰	HE_T4 LAN_T2
永宁镇	
陈仓	CHEN_T2 CANG_T1
涞水县	
石渠县	
九江县	
颍东区	
查尔斯顿	ZHA_T1 ER_T3 SI_T1 DUN_T4
波密县	BO_T1 MI_T4 XIAN_T4
北山镇	
宁晋县	
伊吾县	YI_T1 WU_T2 XIAN_T4
余江县	YU_T2 JIANG_T1 XIAN_T4
万盛区	
和顺县	
余庆	YU_T2 QING_T4
民勤县	MIN_T2 QIN_T2 XIAN_T4
荷塘乡	
赵村	ZHAO_T4 CUN_T1
玛多	MA_T3 DUO_T1
昌江黎族自治县	CHANG_T1 JIANG_T1 LI_T2 ZU_T2 ZI_T4 ZHI_T4 XIAN_T4
石桥镇	
温塘镇	
定襄县	DING_T4 XIANG_T1 XIAN_T4
高坪区	
宁陵县	
开阳县	KAI_T1 YANG_T2 XIAN_T4
花东镇	
平利县	
淮滨县	HUAI_T2 BIN_T1 XIAN_T4
清丰县	QING_T1 FENG_T1 XIAN_T4
阳西县	
濮阳县	PU_T2 YANG_T2 XIAN_T4
田东	TIAN_T2 DONG_T1
印台区	
环江	HUAN_T2 JIANG_T1
浉河区	
秣陵街道	
南桥镇	
琼中黎族苗族自治县	
上庄镇	
深泽县	SHEN_T1 ZE_T2 XIAN_T4
浈江区	
夹江县	
吉大港	JI_T2 DA_T4 GANG_T3
法属圭亚那	FA_T2 SHU_T3 GUI_T1 YA_T4 NA_T4
壶关县	HU_T2 GUAN_T1 XIAN_T4
仙游县	
蒙阴县	
抚远县	
灵武	LING_T2 WU_T3
白沙黎族自治县	
九江镇	
永定镇	
莲花街道	
两当	LIANG_T3 DANG_T1
讷河	NE_T4 HE_T2
广南县	
江源	JIANG_T1 YUAN_T2
城厢区	
莲都区	
繁昌县	
新奥尔良	XIN_T1 AO_T4 ER_T3 LIANG_T2
上虞市	
方正县	
潘集区	
昌黎县	CHANG_T1 LI_T2 XIAN_T4
赫章县	HE_T4 ZHANG_T1 XIAN_T4
冀州	JI_T4 ZHOU_T1
保德县	BAO_T3 DE_T2 XIAN_T4
广丰县	
武邑县	WU_T3 YI_T4 XIAN_T4
吉水县	
周宁县	
金秀	JIN_T1 XIU_T4
疏附	SHU_T1 FU_T4
团结镇	
安远县	
静海县	
大兴镇	
威信县	WEI_T1 XIN_T4 XIAN_T4
灵丘县	
濠江区	
扎鲁特旗	ZA_T1 LU_T3 TE_T4 QI_T2
岚皋县	LAN_T2 GAO_T1 XIAN_T4
五莲县	
岚山	LAN_T2 SHAN_T1
土默特右旗	TU_T3 MO_T4 TE_T4 YOU_T4 QI_T2
西乡县	
绩溪县	JI_T4 XI_T1 XIAN_T4
茂港区	
衢江	QU_T2 JIANG_T1
隆安	LONG_T2 AN_T1
五河县	
宁都县	
文城镇	
钟落潭镇	
融安县	RONG_T2 AN_T1 XIAN_T4
新乡县	
灵台	LING_T2 TAI_T2
惠民县	HUI_T4 MIN_T2 XIAN_T4
垦利县	
元阳	YUAN_T2 YANG_T2
乐安	LE_T4 AN_T1
安仁镇	
富民县	FU_T4 MIN_T2 XIAN_T4
向阳村	XIANG_T4 YANG_T2 CUN_T1
奎文区	
江高镇	
福贡县	FU_T2 GONG_T4 XIAN_T4
德钦县	DE_T2 QIN_T1 XIAN_T4
双辽	SHUANG_T1 LIAO_T2
达拉特旗	DA_T2 LA_T1 TE_T4 QI_T2
谢家集区	
延长县	
范集乡	
西北旺镇	
贾岭镇	
建新村	JIAN_T4 XIN_T1 CUN_T1
惠南镇	
新晃侗族自治县	
鼎湖区	
丰润区	
宽城	KUAN_T1 CHENG_T2
派潭镇	
五大连池	WU_T3 DA_T4 LIAN_T2 CHI_T2
金平区	
武山县	WU_T3 SHAN_T1 XIAN_T4
日惹	RI_T4 RE_T3
雷山县	LEI_T2 SHAN_T1 XIAN_T4
蒙特雷	MENG_T2 TE_T4 LEI_T2
同安区	
国营农场	GUO_T2 YING_T2 NONG_T2 CHANG_T3
隰县	XI_T2 XIAN_T4
饶河	RAO_T2 HE_T2
克拉玛依区	
洮南	TAO_T2 NAN_T2
苍梧县	CANG_T1 WU_T2 XIAN_T4
会昌县	
石鼓镇	
城东区	
卡萨布兰卡	KA_T3 SA_T4 BU_T4 LAN_T2 KA_T3
埇桥区	
大塘村	
武定县	WU_T3 DING_T4 XIAN_T4
博白县	BO_T2 BAI_T2 XIAN_T4
大浪街道	
曾母暗沙	ZENG_T1 MU_T3 AN_T4 SHA_T1
丰泽区	
元谋	YUAN_T2 MOU_T2
莲花县	
哈巴河	HA_T1 BA_T1 HE_T2;HA_T1 BA_T0 HE_T2
堪萨斯城	KAN_T1 SA_T4 SI_T1 CHENG_T2
马山县	MA_T3 SHAN_T1 XIAN_T4
沽源	GU_T1 YUAN_T2
东伦敦	
罗源县	
古镇镇	
永丰县	YONG_T3 FENG_T1 XIAN_T4
滨城区	
依兰	YI_T1 LAN_T2
克什克腾旗	KE_T4 SHI_T2 KE_T4 TENG_T2 QI_T2
伍家岗区	
浦城县	PU_T3 CHENG_T2 XIAN_T4
牟平区	
西港	XI_T1 GANG_T3
白河县	BAI_T2 HE_T2 XIAN_T4
相山	XIANG_T1 SHAN_T1
金城江区	
中阳县	
金州区	
米易县	MI_T3 YI_T4 XIAN_T4
南丰县	
甘洛县	GAN_T1 LUO_T4 XIAN_T4
清水河县	
大良街道	
横峰县	
马普托	MA_T2 PU_T3 TUO_T1;MA_T3 PU_T3 TUO_T1
庄浪县	
文安	WEN_T2 AN_T1
平坝县	PING_T2 BA_T4 XIAN_T4
蒙得维的亚	MENG_T2 DE_T0 WEI_T2 DE_T0 YA_T4
金安区	
浮梁县	
大岗镇	
双桥区	
三合村	
石碁镇	
陵川县	LING_T2 CHUAN_T1 XIAN_T4
梅陇镇	
鹿寨县	LU_T4 ZHAI_T4 XIAN_T4
复兴镇	
永寿县	YONG_T3 SHOU_T4 XIAN_T4
利津县	
阿羌乡	
芗城	XIANG_T1 CHENG_T2
云县	YUN_T2 XIAN_T4
八步区	
兴仁	XING_T1 REN_T2
马安	MA_T3 AN_T1
雪乡	XUE_T3 XIANG_T1
舞阳县	WU_T3 YANG_T2 XIAN_T4
新安镇	
石湾镇	
福临镇	
彭阳县	PENG_T2 YANG_T2 XIAN_T4
英属维尔京群岛	YING_T1 SHU_T3 WEI_T2 ER_T3 JING_T1 QUN_T2 DAO_T3
卧龙区	
新河镇	
江安县	JIANG_T1 AN_T1 XIAN_T4
仁和区	
安福县	AN_T1 FU_T2 XIAN_T4
城关街道	
青河	QING_T1 HE_T2
崔各庄乡	
阳信县	YANG_T2 XIN_T4 XIAN_T4
科尔沁区	
仁和镇	
建宁县	
南城县	
汪清县	WANG_T1 QING_T1 XIAN_T4
龙华街道	
屏山县	
呼图壁	HU_T1 TU_T2 BI_T4
梨树县	LI_T2 SHU_T4 XIAN_T4
扎赉特旗	ZHA_T1 LAI_T4 TE_T4 QI_T2
罗庄区	
基里巴斯	JI_T1 LI_T3 BA_T1 SI_T1
奈曼旗	NAI_T4 MAN_T4 QI_T2
谢岗镇	
姚安	YAO_T2 AN_T1
海拉尔区	
南娄镇	
龙场镇	
李桥镇	LI_T3 QIAO_T2 ZHEN_T4
龙南县	
盖州	GAI_T4 ZHOU_T1
华容区	
累西腓	LEI_T3 XI_T1 FEI_T2
长垣县	
托里	TUO_T1 LI_T3
安丰乡	
自流井区	
龙门山镇	
嘉积镇	
毕尔巴鄂	BI_T4 ER_T3 BA_T1 E_T4
安西	AN_T1 XI_T1
东兴区	
塔什库尔干塔吉克自治县	
大场镇	
莱城区	
定陶县	
虎林	HU_T3 LIN_T2
肃宁县	
赤城	CHI_T4 CHENG_T2
云安县	YUN_T2 AN_T1 XIAN_T4
安居区	
图瓦卢	TU_T2 WA_T3 LU_T2
乡宁县	
海原县	HAI_T3 YUAN_T2 XIAN_T4
果园镇	
马驹桥镇	
清仁乡	
张家川	ZHANG_T1 JIA_T1 CHUAN_T1
莲洲镇	
永顺镇	
水城县	
金溪县	JIN_T1 XI_T1 XIAN_T4
合浦县	
宜川县	
湟源县	HUANG_T2 YUAN_T2 XIAN_T4
泽普县	ZE_T2 PU_T3 XIAN_T4
里水镇	
前郭尔罗斯蒙古族自治县	
崖城镇	
霍巴特	HUO_T4 BA_T1 TE_T4
墨江	MO_T4 JIANG_T1
张槎街道	
雄县	XIONG_T2 XIAN_T4
法库县	
吉阳镇	
城北街道	
汤阴县	
第一社区	
相山区	
平乡县	
荷城街道	
榕城区	
巴林左旗	BA_T1 LIN_T2 ZUO_T3 QI_T2
顺昌县	SHUN_T4 CHANG_T1 XIAN_T4
隆化县	
镜湖区	
千阳县	QIAN_T1 YANG_T2 XIAN_T4
伯利兹	BO_T2 LI_T4 ZI_T1;BO_T2 LI_T0 ZI_T1
新兴镇	
康平县	KANG_T1 PING_T2 XIAN_T4
寻乌县	
开鲁县	KAI_T1 LU_T3 XIAN_T4
大岭镇	
罗得岛	
东小口镇	
美姑县	MEI_T3 GU_T1 XIAN_T4
潞城镇	
绥江县	SUI_T2 JIANG_T1 XIAN_T4
红花岗区	
剑河	JIAN_T4 HE_T2
莱山区	
城北区	
松潘县	SONG_T1 PAN_T1 XIAN_T4
良口镇	
肃南裕固族自治县	
瑙鲁	NAO_T2 LU_T3
安平县	AN_T1 PING_T2 XIAN_T4
桦南县	
石城镇	
新丰镇	
丹棱县	
江背镇	
宁河县	
直布罗陀	ZHI_T2 BU_T4 LUO_T2 TUO_T2
岳普湖县	YUE_T4 PU_T3 HU_T2 XIAN_T4
顺平县	SHUN_T4 PING_T2 XIAN_T4
首羡镇	
沧浪区	
大新县	
清涧县	QING_T1 JIAN_T4 XIAN_T4
莞城街道	
大英县	
大王镇	
左云县	ZUO_T3 YUN_T2 XIAN_T4
蛟河	JIAO_T1 HE_T2
德化县	
上栗县	
西充县	
巴林右旗	BA_T1 LIN_T2 YOU_T4 QI_T2
汶上县	
龙潭区	
芦阳镇	
资溪县	ZI_T1 XI_T1 XIAN_T4
迎江区	
普兰店	PU_T3 LAN_T2 DIAN_T4
靖宇县	JING_T4 YU_T3 XIAN_T4
清流县	QING_T1 LIU_T2 XIAN_T4
丹灶镇	
庆云县	QING_T4 YUN_T2 XIAN_T4
法属波利尼西亚	FA_T2 SHU_T3 BO_T1 LI_T4 NI_T2 XI_T1 YA_T4
惠农区	
伊兹密尔	YI_T1 ZI_T1 MI_T4 ER_T3
罗城仫佬族自治县	
格但斯克	
圣乔治	SHENG_T4 QIAO_T2 ZHI_T4
柳林镇	
斯里巴加湾市	
石屏	SHI_T2 PING_T2
大塘镇	
东兰	DONG_T1 LAN_T2
永靖县	YONG_T3 JING_T4 XIAN_T4
宜秀区	
正安	ZHENG_T4 AN_T1
勃利县	
桃城区	
宜君县	
凌源	LING_T2 YUAN_T2
宁化县	
阿巴斯港	
荔浦县	LI_T4 PU_T3 XIAN_T4
泗水县	
荔城区	
屏东市	
复兴村	
马斯喀特	MA_T3 SI_T1 KA_T1 TE_T4
点军区	
宛城区	
演丰镇	
东阿县	
梁河县	
玉田县	YU_T4 TIAN_T2 XIAN_T4
潭门镇	
大瑶镇	
银杏乡	
花园镇	
舒兰	SHU_T1 LAN_T2
南街村	
邯郸县	HAN_T2 DAN_T1 XIAN_T4
黎川县	LI_T2 CHUAN_T1 XIAN_T4
固阳县	GU_T4 YANG_T2 XIAN_T4
乐亭县	
岚山区	
跃进村	YUE_T4 JIN_T4 CUN_T1
鹿寨	LU_T4 ZHAI_T4
宜兰市	
环翠区	
岳麓街道	
清平乡	
西和县	
通榆县	
陈店镇	
畹町	WAN_T3 DING_T1
肥乡县	
下陆区	
政和县	
从江县	
贵德县	GUI_T4 DE_T2 XIAN_T4
滦南县	
马龙县	MA_T3 LONG_T2 XIAN_T4
迭部县	DIE_T2 BU_T4 XIAN_T4
万安县	
华阳镇	
惠山区	
宋古乡	
陈巴尔虎旗	CHEN_T2 BA_T1 ER_T2 HU_T3 QI_T2
岱岳区	
雄州街道	
泾川县	JING_T1 CHUAN_T1 XIAN_T4
柏乡县	
兴宾区	
光明社区	
尤溪县	YOU_T2 XI_T1 XIAN_T4
孙吴	SUN_T1 WU_T2
东门街道	
昌宁县	
孙村	SUN_T1 CUN_T1
安源区	
石门村	
城东新区	
姚安县	YAO_T2 AN_T1 XIAN_T4
兴隆街道	
庆城县	QING_T4 CHENG_T2 XIAN_T4
陈家镇	
崇仁县	CHONG_T2 REN_T2 XIAN_T4
咸嘉湖街道	
隆化	LONG_T2 HUA_T4
新场镇	
成安县	CHENG_T2 AN_T1 XIAN_T4
清浦区	
江源区	
微子镇	
孙河乡	
江东街道	
和政县	
刘庄村	LIU_T2 ZHUANG_T1 CUN_T1
华宁	HUA_T4 NING_T2;HUA_T2 NING_T2
太平乡	
苍山县	CANG_T1 SHAN_T1 XIAN_T4
营山县	YING_T2 SHAN_T1 XIAN_T4
五原县	
弋阳县	YI_T4 YANG_T2 XIAN_T4
凉城县	
西河镇	
卢氏县	
特克斯	TE_T4 KE_T4 SI_T1
根河	GEN_T1 HE_T2
成武县	CHENG_T2 WU_T3 XIAN_T4
钟山县	
陇川县	LONG_T3 CHUAN_T1 XIAN_T4
王庄村	
白碱滩区	
平潭县	PING_T2 TAN_T2 XIAN_T4
龙楼镇	
南京经济技术开发区	
平果县	PING_T2 GUO_T3 XIAN_T4
灵川县	
灵溪镇	
集宁区	
汝南	RU_T3 NAN_T2
交口县	
英吉沙县	
雁峰区	
回龙观镇	
保安镇	
和林格尔县	
汇川区	
安多	AN_T1 DUO_T1
湘东区	
尉氏	WEI_T4 SHI_T4;WEI_T4 SHI_T0
榆垡镇	
西沟村	
建水县	
清河区	
固镇县	
杏坛镇	
六枝特区	
临城县	LIN_T2 CHENG_T2 XIAN_T4
湘桥区	
文明乡	
青原区	
双江镇	
大安区	
涿鹿县	ZHUO_T1 LU_T4 XIAN_T4
华安县	
南翔镇	
东城镇	
丹徒区	
卡塔赫纳	
河口区	
永丰乡	
苏尔	SU_T1 ER_T3
永丰镇	
龙港镇	
驿城区	
越西县	
唐王镇	
墨竹工卡县	
第二社区	
甘孜县	GAN_T1 ZI_T1 XIAN_T4
奉新县	FENG_T4 XIN_T1 XIAN_T4
屯留县	
高何镇	
任城区	
三江侗族自治县	
张家湾镇	
白鹤滩镇	
峰峰矿区	
阿卡普尔科	
蒂华纳	
航头镇	
兴宁区	
望谟县	WANG_T4 MO_T2 XIAN_T4
荔波县	LI_T4 BO_T1 XIAN_T4
灵台县	
龙潭乡	
武江区	
青神县	
桃源街道	
铜官山区	
翔安区	
大鹏镇	
泊头	BO_T2 TOU_T2
长泰县	
旌德县	JING_T1 DE_T2 XIAN_T4
